src_ip,dst_ip,protocol,length,anomaly
0.7272727272727273,1.0,0.0,0.0395833333333333,Normal
1.0,0.75,0.0,0.0319444444444444,Normal
0.7272727272727273,1.0,0.0,0.0,Normal
0.7272727272727273,0.1666666666666666,0.0,0.0006944444444444,Normal
0.0909090909090909,0.75,0.0,0.0083333333333333,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0819444444444444,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,0.9194444444444444,Anomaly
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0652777777777778,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0243055555555555,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.7272727272727273,0.5833333333333333,0.0,0.0006944444444444,Normal
0.5454545454545454,0.75,0.0,0.0,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0819444444444444,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,0.36875,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0243055555555555,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0,Normal
0.7272727272727273,0.4166666666666666,0.0,0.0006944444444444,Normal
0.9090909090909092,0.75,0.0,0.06875,Normal
0.3636363636363636,0.75,0.0,0.0083333333333333,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0,Normal
0.7272727272727273,0.8333333333333333,0.0,0.0006944444444444,Normal
0.8181818181818182,0.75,0.0,0.0083333333333333,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0784722222222222,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,0.36875,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.06875,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0,Normal
0.7272727272727273,0.25,0.0,0.0347222222222222,Normal
0.7272727272727273,0.6666666666666666,1.0,0.0145833333333333,Normal
0.7272727272727273,0.6666666666666666,1.0,0.0145833333333333,Normal
0.6363636363636364,0.75,1.0,0.0256944444444444,Normal
0.6363636363636364,0.75,1.0,0.0541666666666666,Normal
0.7272727272727273,0.5,1.0,0.8597222222222223,Anomaly
0.7272727272727273,0.5,1.0,0.8597222222222223,Anomaly
0.7272727272727273,0.5,1.0,0.8597222222222223,Anomaly
0.7272727272727273,0.5,1.0,0.0465277777777777,Normal
0.7272727272727273,0.5,1.0,0.5791666666666667,Anomaly
0.4545454545454546,0.75,1.0,0.0194444444444444,Normal
0.4545454545454546,0.75,1.0,0.0194444444444444,Normal
0.1818181818181818,0.75,0.0,0.0270833333333333,Normal
0.4545454545454546,0.75,1.0,0.8597222222222223,Anomaly
0.4545454545454546,0.75,1.0,0.8597222222222223,Anomaly
0.4545454545454546,0.75,1.0,0.8597222222222223,Anomaly
0.4545454545454546,0.75,1.0,0.2006944444444444,Normal
0.4545454545454546,0.75,1.0,0.6472222222222223,Anomaly
0.4545454545454546,0.75,1.0,0.0090277777777777,Normal
0.4545454545454546,0.75,1.0,0.0069444444444444,Normal
0.7272727272727273,0.5,1.0,0.0458333333333333,Normal
0.7272727272727273,0.5,1.0,0.0131944444444444,Normal
0.4545454545454546,0.75,1.0,0.3611111111111111,Normal
0.4545454545454546,0.75,1.0,0.0076388888888888,Normal
0.7272727272727273,0.5,1.0,0.0159722222222222,Normal
0.7272727272727273,0.25,0.0,0.0,Normal
0.7272727272727273,0.5,1.0,0.0138888888888888,Normal
0.4545454545454546,0.75,1.0,0.075,Normal
0.4545454545454546,0.75,1.0,0.0090277777777777,Normal
0.7272727272727273,0.5,1.0,0.0138888888888888,Normal
0.7272727272727273,0.3333333333333333,1.0,0.0118055555555555,Normal
0.2727272727272727,0.75,1.0,0.0090277777777777,Anomaly
0.7272727272727273,0.9166666666666666,0.0,0.0826388888888889,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,1.0,Normal
0.7272727272727273,0.9166666666666666,0.0,0.1256944444444444,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.9090909090909092,0.75,0.0,0.0652777777777778,Normal
0.7272727272727273,0.9166666666666666,0.0,0.0243055555555555,Normal
0.9090909090909092,0.75,0.0,0.0,Normal
0.7272727272727273,0.0833333333333333,0.0,0.0006944444444444,Normal
0.7272727272727273,0.0,0.0,0.0006944444444444,Normal
0.0,0.75,0.0,0.0083333333333333,Normal
